rank,tier,score,id,name,arc_main_count,sig_appearance,sig_cover,sig_arc_main,sig_saga_breadth,sig_bio_completeness,sig_bounty,sig_devil_fruit,sig_affiliation,sig_conqueror_haki
803,D,0.1462,Jumper,Jumper,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
804,D,0.1462,Kamakirigirl,Kamakirigirl,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
805,D,0.1462,Nure-Onna,Nure-Onna,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
806,D,0.1462,Pavlik,Pavlik,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
807,D,0.1462,Solitaire,Solitaire,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
808,D,0.1462,Usunoro,Usunoro,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
809,D,0.1462,Yamanba,Yamanba,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
810,D,0.1459,Mottled,Mottled,0,0.2814,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.0000,0.0000
811,D,0.1457,McKinley,McKinley,0,0.4258,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
812,D,0.1455,Kurosawa,Kurosawa,0,0.3178,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
813,D,0.1455,Rolling_Logan,Rolling Logan,0,0.3178,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
814,D,0.1453,Part,Part,0,0.2328,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
815,D,0.1450,Hammond,Hammond,0,0.2814,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
816,D,0.1443,Charlotte_Anglais,Charlotte Anglais,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
817,D,0.1443,Charlotte_Cabaletta,Charlotte Cabaletta,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
818,D,0.1443,Charlotte_Cadenza,Charlotte Cadenza,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
819,D,0.1443,Charlotte_Dragée,Charlotte Dragée,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
820,D,0.1443,Charlotte_Marble,Charlotte Marble,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
821,D,0.1440,Chouchou,Chouchou,0,0.3007,0.0000,0.0000,0.2727,0.7143,0.0000,0.0000,0.0000,0.0000
822,D,0.1437,Galaxy,Galaxy,0,0.4180,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
823,D,0.1433,Shyarly,Shyarly,0,0.3594,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
824,D,0.1430,Minozebra,Minozebra,0,0.3330,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
825,D,0.1424,Hip,Hip,0,0.2328,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
826,D,0.1424,UK,UK,0,0.2328,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
827,D,0.1420,Miss_Friday,Miss Friday,0,0.3178,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.0000,0.0000
828,D,0.1420,Mr._13,Mr. 13,0,0.3178,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.0000,0.0000
829,D,0.1419,Carmel,Carmel,0,0.3178,0.0000,0.0000,0.0909,0.7143,0.0000,1.0000,0.0000,0.0000
830,D,0.1419,Kurozumi_Higurashi,Kurozumi Higurashi,0,0.3178,0.0000,0.0000,0.0909,0.7143,0.0000,1.0000,0.0000,0.0000
831,D,0.1417,Goro,Goro,0,0.4596,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
832,D,0.1412,"Gyoro,_Nin,_and_Bao","Gyoro, Nin, and Bao",0,0.3007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
833,D,0.1412,Hildon,Hildon,0,0.3007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
834,D,0.1412,Monjiro,Monjiro,0,0.3007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
835,D,0.1412,Robson,Robson,0,0.3007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
836,D,0.1412,Cocox,Cocox,0,0.3007,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
837,D,0.1412,Disco,Disco,0,0.3007,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
838,D,0.1401,Cosette,Cosette,0,0.2005,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
839,D,0.1400,Slime,Slime,0,0.3330,0.0000,0.0000,0.0909,0.4286,0.0000,1.0000,0.0000,0.0000
840,D,0.1395,Bacura,Bacura,0,0.2005,0.1480,0.0000,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
841,D,0.1395,Makino's_Child,Makino's Child,0,0.2328,0.0000,0.0000,0.3636,0.4286,0.0000,0.0000,0.0000,0.0000
842,D,0.1392,Mani,Mani,0,0.2814,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.3000,0.0000
843,D,0.1388,Colon,Colon,0,0.4596,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.0000,0.0000
844,D,0.1387,Saldeath,Saldeath,0,0.2814,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
845,D,0.1386,Charlotte_Joconde,Charlotte Joconde,0,0.1589,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
846,D,0.1386,Charlotte_Montb,Charlotte Montb,0,0.1589,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
847,D,0.1386,Misery,Misery,0,0.1589,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
848,D,0.1383,Shelly,Shelly,0,0.3007,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.0000,0.0000
849,D,0.1372,Potato,Potato,0,0.2005,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
850,D,0.1371,Cosmo,Cosmo,0,0.3916,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
851,D,0.1371,Kalgara,Kalgara,0,0.3594,0.1480,0.0000,0.0909,0.7143,0.0000,0.0000,0.0000,0.0000
852,D,0.1364,Buhichuck,Buhichuck,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
853,D,0.1364,Jibuemon,Jibuemon,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
854,D,0.1364,MocDonald,MocDonald,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
855,D,0.1364,Tararan,Tararan,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
856,D,0.1364,Yurikah,Yurikah,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
857,D,0.1363,Chabo,Chabo,0,0.2814,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
858,D,0.1363,Hiramera,Hiramera,0,0.3178,0.1480,0.0000,0.1818,0.2857,0.0000,0.0000,0.0000,0.0000
859,D,0.1359,Kop,Kop,0,0.4596,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
860,D,0.1358,Ageha_Woman,Ageha Woman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
861,D,0.1358,Alpacaman,Alpacaman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
862,D,0.1358,Brew,Brew,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
863,D,0.1358,Buche,Buche,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
864,D,0.1358,Caimanlady,Caimanlady,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
865,D,0.1358,Garudan,Garudan,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
866,D,0.1358,Hawkman,Hawkman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
867,D,0.1358,Koshi_Falcon,Koshi Falcon,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
868,D,0.1358,Kunyun,Kunyun,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
869,D,0.1358,Madilloman,Madilloman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
870,D,0.1358,Oli,Oli,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
871,D,0.1358,Rabbitman,Rabbitman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
872,D,0.1358,Snakeman,Snakeman,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
873,D,0.1358,Wallem,Wallem,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
874,D,0.1358,Wanyudo,Wanyudo,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
875,D,0.1358,Zucca,Zucca,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
876,D,0.1354,Shimotsuki_Ryuma,Shimotsuki Ryuma,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.3000,0.0000
877,D,0.1345,Lines,Lines,0,0.1002,0.0000,0.0000,0.0909,0.7143,0.5131,0.0000,0.0000,0.0000
878,D,0.1343,Aggie_68,Aggie 68,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
879,D,0.1343,Didit,Didit,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
880,D,0.1343,Dive,Dive,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
881,D,0.1343,Komane,Komane,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
882,D,0.1343,Reck,Reck,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
883,D,0.1340,Baburu,Baburu,0,0.4403,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.0000,0.0000
884,D,0.1337,Drip,Drip,1,0.2814,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
885,D,0.1337,Manjaro,Manjaro,1,0.2814,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
886,D,0.1334,Satori,Satori,0,0.3330,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.0000,0.0000
887,D,0.1326,Usagihebi,Usagihebi,0,0.3007,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
888,D,0.1325,Heppoko,Heppoko,0,0.1589,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
889,D,0.1325,Poppoko,Poppoko,0,0.1589,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
890,D,0.1325,Pudding_Pudding,Pudding Pudding,0,0.1589,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
891,D,0.1322,Ripley,Ripley,0,0.4332,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.0000,0.0000
892,D,0.1317,Tacos,Tacos,1,0.2005,0.0000,0.1966,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
893,D,0.1310,Domino,Domino,0,0.3330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.0000,0.0000
894,D,0.1308,Ukon,Ukon,0,0.2591,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
895,D,0.1304,Conney,Conney,0,0.2005,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
896,D,0.1304,Iron_Giant,Iron Giant,0,0.4258,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.0000,0.0000
897,D,0.1297,Charlotte_Hachée,Charlotte Hachée,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
898,D,0.1297,Charlotte_Maple,Charlotte Maple,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
899,D,0.1287,Rosward_Rosward,Rosward Rosward,0,0.3007,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
900,D,0.1281,Turco,Turco,1,0.2591,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
901,D,0.1278,Kappa,Kappa,0,0.2814,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
902,D,0.1278,Kitton,Kitton,0,0.2814,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
903,D,0.1275,Ylva,Ylva,0,0.4258,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
904,D,0.1271,Kasagoba,Kasagoba,0,0.2328,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.3000,0.0000
905,D,0.1270,Dirt_Boss,Dirt Boss,0,0.4010,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
906,D,0.1260,Mororon,Mororon,1,0.2005,0.0000,0.1966,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
907,D,0.1259,Minatomo,Minatomo,0,0.3468,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
908,D,0.1255,Bent,Bent,0,0.4180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
909,D,0.1255,Dago,Dago,0,0.4180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
910,D,0.1255,Footbianco,Footbianco,0,0.4180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
911,D,0.1255,Mag,Mag,0,0.4180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
912,D,0.1247,Candy,Candy,0,0.2005,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
913,D,0.1247,Enishida,Enishida,0,0.2005,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
914,D,0.1247,Kaneshiro,Kaneshiro,0,0.2005,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
915,D,0.1244,Lu_Feld,Lu Feld,0,0.3178,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
916,D,0.1242,Chessmarimo,Chessmarimo,0,0.2328,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
917,D,0.1242,Jaguar,Jaguar,0,0.2328,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
918,D,0.1242,Kagero,Kagero,0,0.2328,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
919,D,0.1242,Kiba,Kiba,0,0.2328,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
920,D,0.1242,Unigaro,Unigaro,0,0.2328,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
921,D,0.1242,Lord_of_the_Coast,Lord of the Coast,0,0.2328,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
922,D,0.1240,Charlotte_Melise,Charlotte Melise,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
923,D,0.1240,Charlotte_Panna,Charlotte Panna,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
924,D,0.1240,Kukai,Kukai,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
925,D,0.1239,Compo,Compo,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
926,D,0.1239,Cornelia,Cornelia,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
927,D,0.1239,Ducky_Bree,Ducky Bree,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
928,D,0.1239,Hublot,Hublot,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
929,D,0.1239,Kotatsu,Kotatsu,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
930,D,0.1239,Leonero,Leonero,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
931,D,0.1239,Pike,Pike,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
932,D,0.1239,Rosward_Shalria,Rosward Shalria,0,0.2814,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
933,D,0.1239,Tsurujo,Tsurujo,0,0.2814,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
934,D,0.1235,Ange,Ange,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
935,D,0.1235,Biyo,Biyo,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
936,D,0.1235,Johanna,Johanna,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
937,D,0.1235,Karin,Karin,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
938,D,0.1235,Olav,Olav,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
939,D,0.1235,Ottoland,Ottoland,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
940,D,0.1235,Skaldi,Skaldi,0,0.4097,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
941,D,0.1225,Farafra,Farafra,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
942,D,0.1225,Usakkov,Usakkov,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
943,D,0.1225,Baskerville,Baskerville,0,0.3007,0.1480,0.0000,0.0909,0.7143,0.0000,0.0000,0.0000,0.0000
944,D,0.1222,Birdy,Birdy,0,0.2591,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
945,D,0.1222,Scales,Scales,0,0.2591,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
946,D,0.1222,Topknot,Topknot,0,0.2591,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
947,D,0.1219,Ankoro,Ankoro,0,0.2005,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
948,D,0.1213,Bjorn,Bjorn,0,0.4010,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
949,D,0.1213,Ronja,Ronja,0,0.4010,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
950,D,0.1211,Agsilly,Agsilly,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
951,D,0.1211,Ain,Ain,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,1.0000,0.3000,0.0000
952,D,0.1211,Baggaley,Baggaley,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
953,D,0.1211,Beetleman,Beetleman,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
954,D,0.1211,Binz,Binz,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,1.0000,0.3000,0.0000
955,D,0.1211,Brocca,Brocca,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
956,D,0.1211,Cands,Cands,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
957,D,0.1211,Chochinman,Chochinman,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
958,D,0.1211,Colscon,Colscon,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
959,D,0.1211,Dachoman,Dachoman,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
960,D,0.1211,Dobon,Dobon,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
961,D,0.1211,Donannoyo,Donannoyo,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
962,D,0.1211,Doubt_Brothers,Doubt Brothers,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
963,D,0.1211,Fourtricks,Fourtricks,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
964,D,0.1211,Fugar,Fugar,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
965,D,0.1211,Gerotini,Gerotini,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
966,D,0.1211,Happygun,Happygun,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
967,D,0.1211,Hippan_Natte,Hippan Natte,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
968,D,0.1211,Horseman,Horseman,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
969,D,0.1211,Ibiributsu,Ibiributsu,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
970,D,0.1211,Ibusu,Ibusu,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
971,D,0.1211,Julius,Julius,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
972,D,0.1211,Kechatch,Kechatch,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
973,D,0.1211,Kikipatsu,Kikipatsu,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
974,D,0.1211,Linaria,Linaria,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
975,D,0.1211,Maki,Maki,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
976,D,0.1211,Masked_Deuce,Masked Deuce,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
977,D,0.1211,Massui,Massui,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
978,D,0.1211,Mouseman,Mouseman,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
979,D,0.1211,Neoki,Neoki,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
980,D,0.1211,Nightcrab_Girl,Nightcrab Girl,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
981,D,0.1211,Ninth,Ninth,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
982,D,0.1211,Nodoi_Wakan,Nodoi Wakan,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
983,D,0.1211,Nokotti,Nokotti,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
984,D,0.1211,Pururu,Pururu,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
985,D,0.1211,Redwolf,Redwolf,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
986,D,0.1211,Reforte,Reforte,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
987,D,0.1211,Rokki,Rokki,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
988,D,0.1211,Tate,Tate,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
989,D,0.1211,Tori,Tori,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
990,D,0.1211,Uwattsura,Uwattsura,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
991,D,0.1211,Vitan,Vitan,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
992,D,0.1207,Kurozumi_Semimaru,Kurozumi Semimaru,0,0.2328,0.0000,0.0000,0.0909,0.7143,0.0000,1.0000,0.0000,0.0000
993,D,0.1195,Holy,Holy,0,0.3709,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
994,D,0.1190,Nefertari_D._Lili,Nefertari D. Lili,0,0.2005,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.3000,0.0000
995,D,0.1187,Busshiri,Busshiri,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
996,D,0.1187,Gram,Gram,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
997,D,0.1187,Rint,Rint,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
998,D,0.1187,Roche,Roche,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
999,D,0.1187,Zadie,Zadie,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
1000,D,0.1184,Alice,Alice,0,0.2328,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.0000,0.0000
1001,D,0.1183,Amazon,Amazon,0,0.2591,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
1002,D,0.1181,Medaka_Mermaid_Quintuplets,Medaka Mermaid Quintuplets,0,0.3178,0.1480,0.0000,0.0909,0.2857,0.0000,0.0000,0.0000,0.0000
1003,D,0.1173,Seira,Seira,0,0.3007,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.0000,0.0000
1004,D,0.1172,Fugetsu_Omusubi,Fugetsu Omusubi,0,0.1589,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
1005,D,0.1172,Uzuki_Tempura,Uzuki Tempura,0,0.1589,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
