id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Ninjin,['にんじん'],['Ninjin'],['CarrotNinjin (Odex)'],"['Chapter 23', 'Episode 9']",['Usopp Pirates (disbanded)'],['Pretend Pirate (formerly)'],['East Blue (Gecko Islands)'],,['Alive'],"['9 (debut)', '11 (after timeskip)']",['February 2nd'],"['127 cm (4\'2"")']",['X'],,['Noriko Yoshitake'],['Joseph Murray'],['Jim Napolitano'],['Kate Oxley'],,['Syrup Village'],,,,,,,,,,,,,,,,,
Tamanegi,['たまねぎ'],['Tamanegi'],"['Onion', 'Tamanegi (Odex)']","['Chapter 23', 'Episode 9']",['Usopp Pirates (disbanded)'],['Pretend Pirate (formerly)'],['East Blue (Gecko Islands)'],,['Alive'],"['9 (debut)', '11 (after timeskip)']",['April 10th'],"['124 cm (4\'1"")']",['S'],,['Makiko Ohmoto'],,['Pete Zarustica'],['Cynthia Cranz'],,['Syrup Village'],,,,,,,,,,,,,,,,,
Merry,['メリー'],['Merī'],['Merry'],"['Chapter 24', 'Episode 11']",['Kaya'],['Butler'],['East Blue (Syrup Village)'],,['Alive'],,['January 22nd'],,,,['Jin Domon'],['Chuck Powers'],['Ted Lewis'],['Jerry Jewell'],,['Syrup Village'],,,,,,,,,,,,,,,,,
Jango,['ジャンゴ'],['Jango'],"['Django (Viz, 4Kids, Funimation subs)', 'Jango (FUNimation dub, WT100, live-action series)']","['Chapter 25', 'Episode 9']","['Marines', 'Black Cat Pirates (former)']","['Marine Lieutenant Commander', 'Marine Seaman Recruit (promoted)', 'Pirate (former)', 'Captain (former), First Mate (former), Dancer (former)']",['East Blue'],"['""One-Two"" Jango', '""Jango the Turncoat""']",['Alive'],"['27 (debut)', '29 (after timeskip)']",['December 28th'],['207 cm (6’9½”)'],['S'],['9000000'],"['Kazuki Yao', ""Wataru Takagi (during the former's absence)""]",,['Pete Zarustica'],['Kenny Green'],,,,,,,,,,,,,,,,,,,
Buchi,['ブチ'],['Buchi'],"['Butchie', 'Buchi (WT100)']","['Chapter 31', 'Episode 13']",['Black Cat Pirates'],"['Pirate Officer, Ship Guard']",['East Blue'],"['""Nyaban Brothers""']",['Alive'],"['21 (debut)', '23 (after timeskip)']",['February 7th'],"['216 cm (7\'1"")']",['X'],['7000000 (with Sham)'],['Yasuhiro Takato'],['Chuck Powers'],['Jimmy Zoppi'],['Chris Rager'],['Albert Pretorius'],,,,,,,,,,,,,,,,,,
Sham,['シャム'],['Shamu'],"['Siam', 'Sham (WT100)']","['Chapter 31', 'Episode 13']",['Black Cat Pirates'],"['Pirate Officer', 'Ship Guard']",['East Blue'],"['""Nyaban Brothers""']",['Alive'],"['21 (debut)', '23 (after timeskip)']",['April 19th'],"['201 cm (6\'7"")']",['X'],['7000000 (with Buchi)'],"['Masaya Onosaka', 'Umeka Shōji (Live-Action Series)']",['Jamie Meldrum'],['Eric Stuart'],['Todd Haberkorn'],['Bianca Oosthuizen'],,,,,,,,,,,,,,,,,,
Nugire_Yainu,['ヌギレ・ヤイヌ'],['Nugire Yainu'],['Snott Mee'],"['Chapter 37', 'Episode 10']",['Black Cat Pirates'],"['Shipwright', 'Pirate']",['East Blue'],,['Deceased'],,['July 18th'],,,,['Masaya Onosaka'],,['Sean Schemmel'],,,,,,,,,,,,,,,,,,,,
Big_Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building_Snake,['ビルディング・スネイク'],['Birudingu Suneiku'],['Building Snake'],"['Chapter 41 (cover)', 'Episode 4']",['Red Hair Pirates'],"['Pirate', 'Senior Officer', 'Navigator']",,,['Alive'],,,,,,['Issei Futamata'],,,['Aaron Roberts'],,,,,,,,,,,,,,,,,,,
Banchina,['バンキーナ'],['Bankīna'],"['Bankina (WT100)', 'Banchina (Live-Action Series)']","['Chapter 41', 'Episode 17']",,,['East Blue (Syrup Village)'],,['Deceased'],,['December 17th'],,,,,,,['Clarine Harp'],['Chanté Grainger'],,,,,,,,,,,,,,,,,,
Yosaku,['ヨサク'],['Yosaku'],['Yosaku'],"['Chapter 42', 'Episode 20']","['Johnny', ""Roronoa Zoro's band (former)""]","['Bounty Hunter (former)', 'Fisherman']",['East Blue'],,['Alive'],"['24 (debut)', '26 (after timeskip)']",['November 10th'],"['185 cm (6\'1"")']",['F'],,['Yasuhiko Tokuyama'],['Joseph Murray'],['Wayne Grayson'],['Josh Martin'],,,,,,,,,,,,,,,,,,,
Johnny,['ジョニー'],['Jonī'],['Johnny'],"['Chapter 42', 'Episode 19']","['Yosaku', ""Roronoa Zoro's band (former)"", '']","['Bounty Hunter (former)', 'Fisherman']",['East Blue'],,['Alive'],"['23 (debut)', '25 (after timeskip)']",['November 12th'],"['186 cm (6\'1"")']",['F'],,['Masaya Takatsuka'],['Jamie Meldrum'],['Dan Green'],['Christopher Ayres'],,,,,,,,,,,,,,,,,,,
Arlong,['アーロン'],['Āron'],['Arlong'],"['Chapter 69', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)', 'Impel Down (former)']","['Pirate', 'Captain', 'Prisoner of the Great Prison (former)']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']","['""Arlong the Saw""']",['Alive'],"['39 (debut)', '41 (after timeskip)']",['May 3rd'],"['263 cm (8\'7"")']",['F'],['20000000'],"['Jūrōta Kosugi', 'Hiroki Tōchi (Live-Action Series)']",['Brian Zimmerman'],['David Wills'],['Chris Rager'],['McKinley Belcher III'],['Fish-Man District (former) Arlong Park (former)'],,,,,,,,,,,,,,,,,
Fullbody,['フルボディ'],['Furubodi'],"['Fullbody', 'Full Body (Live-Action)']","['Chapter 43', 'Episode 20']",['Marines'],"['Marine Lieutenant Commander', 'Marine Seaman Recruit (promoted), Marine Lieutenant (demoted)']",['North Blue'],"['""Double Ironfist Fullbody""', '""Ironfist Fullbody""']",['Alive'],"['26 (debut)', '28 (after timeskip)']",['September 7th'],"['184 cm (6\'0"")']",['F'],,['Hideo Ishikawa'],,['Tom Wayland'],['John Burgmeier'],['Jean Henry'],,,,,,,,,,,,,,,,,,
Zeff,['ゼフ'],['Zefu'],['Zeff'],"['Chapter 43', 'Episode 20']","['Baratie', 'Cook Pirates (former)']","['Head Chef of Baratie, Pirate Captain (former)']",['East Blue'],"['""Red-Leg Zeff""']",['Alive'],"['65 (debut)', '67 (after timeskip)']",['April 2nd'],"['189 cm (6\'2½"")']",['XF'],['Unknown'],"['Kōji Yada (Episode 20-320)', 'Ben Hiura (Episode 794+)']",['Jamie Meldrum'],"[""Robert O'Gorman""]","['Grant James', 'Garrett Schenck (2019+)']",['Craig Fairbrass'],['Baratie'],,,,,,,,,,,,,,,,,
Sanji,['サンジ'],['Sanji'],['Sanji'],"['Chapter 43', 'Episode 20']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Vinsmoke Family (former)', 'Baratie (resigned)', 'Germa Kingdom (defected)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Cook', 'Senior Officer', 'Sous Chef (former)', 'Prince (former)', 'Cart Vendor (temporary)']",['North Blue'],"['""Black Leg""']",['Alive'],"['19 (debut)', '21 (after timeskip)']",['March 2nd'],"['177 cm (5\'10"") (debut)', '180 cm (5\'11"") (after timeskip)']",['S (RH-)'],"['1032000000', '330000000', '177000000 (Only Alive)', '77000000']","['Hiroaki Hirata', 'Ikue Otani (young)']","['Joseph Murray (Episodes 20–67)', 'Paul Pistore (Episodes 68+)']","['David Moo', 'Veronica Taylor (young)']","['Eric Vale', 'Christine Auten (young)', 'Megan Shipman (young, 2019+)']","['Taz Skylar', 'Christian Convery (young)']","['Baratie (former)', 'Germa Kingdom (former)', 'Momoiro Island (former, temporary)']","['""Mr. Prince""', '""San-gorou""', '""Osoba-mask""']",,,,,,"['Vinsmoke Sanji (ヴィンスモーク・サンジ, Vinsumōku Sanji?)']",,,,,,,,,,
Moodie,['ムーディ'],['Mūdi'],['Moody'],"['Chapter 43', 'Episode 20']",,,['East Blue'],,['Alive'],,['November 17th'],"['178 cm (5\'10"")[citation needed]']",,,"['Hiromi Nishikawa', 'Akiko Utsumi (Live-Action Series)']",,,['Colleen Clinkenbeard'],['Amber Hossack'],,,,,,,,,,,,,,,,,,
Motzel,['モッツェルおじさん'],['Mottseru Ojisan'],['Mr. Motzel'],"['Chapter 43', 'Episode 20']",,,['East Blue'],,['Alive'],,['September 7th'],,,,,,,,['David Muller'],,,,,,,,,,,,,,,,,,
Batchee,['バッチー'],['Batchī'],['Bacchy'],"['Chapter 43', 'Episode 20']",,,['East Blue'],,['Unknown'],,['July 1st'],,,,,,,,,,,,,,,,,,,,,,,,,,
Krieg,['クリーク'],['Kurīku'],['Krieg'],"['Chapter 45', 'Episode 21']",['Krieg Pirates'],['Pirate Captain/Admiral'],['East Blue'],"['""Don Krieg""', '""Pirate Fleet Admiral""', '""Ruler of the East Blue""', '""Foul Play Krieg""']",['Alive'],"['42 (debut)', '44 (after timeskip)']",['September 19th'],"['243 cm (8\'0"")']",['XF'],['17000000'],['Fumihiko Tachiki'],['Jamie Meldrum'],['Marc Thompson'],['Andy Mullins'],['Milton Schorr'],,,,,,,,,,,,,,,,,,
Gin,['ギン'],['Gin'],"['Gin (Viz)', 'Ghin (4Kids, Funimation)']","['Chapter 44', 'Episode 21']",['Krieg Pirates'],"['Pirate', 'Combat Commander']",['East Blue'],"['Gin the ""Man-Demon""', 'Funimation: ""Cold-Hearted Demon"")']",['Unknown'],"['25 (debut)', '27 (after timeskip)']",['April 7th'],"['186 cm (6\'1"")']",['S'],['12000000'],['Kenichi Ono'],,['Peter Katana'],"['Illich Guardiola (until 2014)', 'David Matranga (Episode of East Blue onwards)']",['Litha Bam'],,,,,,,,,,,,,,,,,,
Patty,['パティ'],['Pati'],['Patty'],"['Chapter 44', 'Episode 21']",['Baratie'],['Patissier'],['East Blue'],,['Alive'],"['27 (debut)', '29 (after timeskip)']",['March 12th'],"['204 cm (6\'8"")']",['X'],,['Tetsu Inada'],['Chuck Powers'],"[""Robert O'Gorman""]",['Jeremy Inman'],['Brashaad Mayweather'],,,,,,,,,,,,,,,,,,
Carne,['カルネ'],['Karune'],['Carne'],"['Chapter 45', 'Episode 21']",['Baratie'],['Charcutier'],['East Blue'],,['Alive'],"['32 (debut)', '34 (after timeskip)']",['February 9th'],"['171 cm (5\'7"")']",['S'],,"['Shinobu Satouchi', 'Kozo Shioya (Grand Battle! Rush!)']",['Joseph Murray'],['Sean Schemmel'],['Charles C. Campbell'],,,,,,,,,,,,,,,,,,,
Roxanne,['ロクサーヌ'],['Rokusānu'],['Roxanne'],['Chapter 46'],,,['East Blue'],,['Alive'],,['January 23rd'],,,,,,,,,,,,,,,,,,,,,,,,,,
Dracule_Mihawk,['ジュラキュール・ミホーク'],['Jurakyūru Mihōku'],['Dracule Mihawk'],"['Chapter 49', 'Episode 23']","['Cross Guild', 'Seven Warlords of the Sea (former)']","['Pirate', 'Cross Guild Chief Officer', 'Warlord of the Sea (former)']",,"['""Hawk Eyes Mihawk""', '""Strongest Swordsman in the World""', '""Marine Hunter""']",['Alive'],"['41 (debut)', '43 (after timeskip)']",['March 9th'],"['198 cm (6\'6"") (debut, after timeskip)']",['S'],['3590000000'],"['Takeshi Aono', 'Hirohiko Kakegawa (Episode 461+)']",['Chuck Powers'],['Wayne Grayson'],['John Gremillion'],"['Steven John Ward', 'Theo Le Ray (young)']","['Kuraigana Island (former)', 'Karai Bari Island']",,,,,,,,,,,,,,,,,
Bell-m%C3%A8re,['ベルメール'],['Berumēru'],"['Belle-Mère (VIZ Media)', 'Bellemere (Funimation)']","['Chapter 77', 'Episode 32']",['Marines (former)'],"['Mikan Farmer', 'Marine Officer (former)']",['East Blue (Conomi Islands)'],,['Deceased'],,['December 3rd'],"['186 cm (6\'1"")']",['S'],,['Noriko Hidaka'],['Chio Su-Ping'],['Veronica Taylor'],['Cynthia Cranz'],['Genna Galloway'],['Cocoyasi Village'],,['30'],,,,,,,,,,,,,,,
Pearl,['パール'],['Pāru'],['Pearl'],"['Chapter 54', 'Episode 25']",['Krieg Pirates'],"[""Commander of the Krieg Pirates' second unit""]",['East Blue'],"['""Pearl the Iron Wall""']",['Alive'],"['23 (debut)', '25 (after timeskip)']",['July 11th'],"['239 cm (7\'10"")']",['F'],,['Hiroyuki Kawamoto'],,['Dan Green'],['J. Michael Tatum'],,,,,,,,,,,,,,,,,,,
Ideaman,['アイデアマン'],['Aideaman'],['Ideaman'],"['Chapter 55', 'Episode 25']",['Krieg Pirates'],"['Pirate', 'Staff Officer of Planning']",['East Blue'],,['Alive'],,['March 17th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Hustle,['ハッスル'],['Hassuru'],['Hustle'],['Chapter 60'],['Krieg Pirates'],"['Pirate', 'Combat Instructor']",['East Blue'],,['Alive'],,['July 28th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Kumate_Tribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagikko,['カギッコ'],['Kagikko'],['Keygan'],['Chapter 64'],['Krieg Pirates'],"['Pirate', 'Locksmith']",['East Blue'],,['Alive'],,['October 27th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Panda_Shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatchan,['はっちゃん'],['Hatchan'],['Hatchan'],"['Chapter 69', 'Episode 31']","['Takoyaki 8', 'Arlong Pirates (former)', 'Sun Pirates (former)']","['Takoyaki seller', 'Pirate (former)', 'Pirate Officer (former)']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",['Six-Sword Style Hachi'],['Alive'],"['36 (debut)', '38 (after timeskip)']",['August 8th'],"['220 cm (7\'3"")']",['S'],['8000000'],['Toshiyuki Morikawa'],['Joseph Murray'],['Sean Schemmel'],['George Manley'],,"['Fish-Man District (former)', 'Arlong Park (former)']",,,,,,,,,,,,,,,,,
Chew,['チュウ'],['Chū'],"['Choo', 'Chu (Live-Action)']","['Chapter 69', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate Officer', 'Sniper']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],"['33 (debut)', '35 (after timeskip)']",['May 23rd'],"['257 cm (8\'5"")']",['X'],['5500000'],['Masaya Onosaka'],,['Tom Wayland'],['Jay Hickman'],['Len-Barry Simons'],"['Fish-Man District (former)', 'Arlong Park (former)']",,,,,,,,,,,,,,,,,
Kuroobi,['クロオビ'],"[""Kuro'obi""]",['Kuroobi'],"['Chapter 69', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Pirate Officer']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],"['36 (debut)', '38 (after timeskip)']",['October 25th'],"['252 cm (8\'3"")']",['S'],['9000000'],['Hisao Egawa'],['Jamie Meldrum'],['Sean Schemmel'],['Patrick Seitz'],,"['Fish-Man District (former)', 'Arlong Park (former)']",,,,,,,,,,,,,,,,,
Nezumi,['ネズミ'],['Nezumi'],['Nezumi'],"['Chapter 69', 'Episode 31']","['Marines', 'Marine 16th Branch']",['Marine Captain'],['East Blue'],,['Alive'],"['34 (debut)', '36 (after timeskip)']",['December 12th'],"['182 cm (5\'11¾"")']",['XF'],,['Tamotsu Nishiwaki'],['Chuck Powers'],['Dan Green'],"['Vic Mignogna', 'Derick Snow (2019+)']",['Rory Acton-Burnell'],,,,,,,,,,,,,,,,,,
Chabo,['チャボ'],['Chabo'],['Chabo'],"['Chapter 69', 'Episode 31']","[""Nojiko's tangerine farm""]",['Laborer'],['East Blue (Conomi Islands)'],,['Alive'],,['June 14th'],,,,['Rika Komatsu'],,['Sean Schemmel'],['Alison Viktorin'],,"['Gosa Village (former)', 'Cocoyasi Village']",,,,,,,,,,,,,,,,,
Nojiko,['ノジコ'],['Nojiko'],['Nojiko'],"['Chapter 70', 'Episode 31']",,['Orange Farmer'],['East Blue'],,['Alive'],"['20 (debut)', '22 (after timeskip)']",['July 25th'],"['170 cm (5\'7"")']",['S'],,"['Wakana Yamazaki', 'Noriko Yoshitake (Grand Battle! Rush!)']",['Chio Su-Ping'],,"['Tiffany Grant', 'Jad Saxton (young in ep. 539)']","['Chioma Umeala', 'Elihle Modise (young)']","['Cocoyasi Village', 'Oykot Kingdom (former)']",,,,,,,,,,,,,,,,,
Genzo,['ゲンゾウ'],['Genzō'],['Genzo'],"['Chapter 71', 'Episode 32']",['Cocoyasi Village'],['Sheriff of Cocoyasi Village'],['East Blue (Conomi Islands)'],,['Alive'],"['46 (debut)', '48 (after timeskip)']",['June 17th'],"['173 cm (5\'8"")']",['F'],,['Kōzō Shioya'],['Jamie Meldrum'],['Marc Diraison'],['Bill Flynn'],['Grant Ross'],['Cocoyasi Village'],,,,,,,,,,,,,,,,,
Kaneshiro,['カネシロ'],['Kaneshiro'],['Kaneshiro'],"['Chapter 72', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Shipwright']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],,['December 2nd'],,,,,,,,,,,,,,,,,,,,,,,,,,
Pisaro,['ピサロ'],['Pisaro'],['Pisaro'],"['Chapter 72', 'Episode 32']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Musician']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],,['August 14th'],,,,['Hirofumi Tanaka'],,,['Jeremy Inman'],,,,,,,,,,,,,,,,,,,
Momoo,['モーム'],['Mōmu'],"['Momoo (4Kids, Viz, FUNimation)', 'Morm (Odex)']","['Chapter 73', 'Episode 31']","['Arlong Pirates (former)', 'Caribou Pirates (former)', 'Fake Straw Hat Crew (former)']","[""Arlong Pirates' pet (former)"", ""Caribou Pirates' steed (former)""]",['Grand Line'],"['""Momoo the Sea Cow""']",['Alive'],"['14 (debut)', '16 (after timeskip)']",['April 9th'],"['36 m (118\'1"")']",['S'],,"['Takahiro Fujimoto,', 'Koji Haramaki (Grand Battle! Rush!)']",,,['Cris George'],,,,,,,,,,,,,,,,,,,
Take,['タケ'],['Take'],['Take'],"['Chapter 75', 'Episode 33']",['Arlong Pirates'],"['Pirate', 'Commander of Parties']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],,['August 21st'],,,,,,,,,,,,,,,,,,,,,,,,,,
Shioyaki,['シオヤキ'],['Shioyaki'],['Saltgrill'],"['Chapter 75', 'Episode 33']",['Arlong Pirates'],"['Pirate', 'Head of Banquets']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']",,['Alive'],,['March 27th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Pudding_Pudding,['プリンプリン'],['Purinpurin'],['Purinpurin'],"['Chapter 75, Episode 34']","['Marines, Marine 77th Branch']",['Marine Commodore'],['East Blue'],,['Deceased'],,['May 16th'],,,,['Tetsu Inada'],,,['Barry Yandell'],,,,,,,,,,,,,,,,,,,
Nako,['ナコー'],['Nakō'],['Nako'],"['Chapter 77', 'Episode 32']",,['Doctor'],['East Blue (Conomi Islands)'],,['Alive'],,['July 1st'],,,,['Tomohisa Asō'],,['Unknown'],['R. Bruce Elliott'],,['Cocoyasi Village'],,,,,,,,,,,,,,,,,
Mummy_Mee,['マミーミー'],['Mamīmī'],['Mameemee'],"['Chapter 79', 'Episode 35']",['World Government Orphanage'],['Housemother'],['East Blue (Conomi Islands)'],,['Alive'],,['November 21st'],,,,,,,,,['Cocoyasi Village'],,,,,,,,,,,,,,,,,
Daddy_Dee,['ダディーディー'],['Dadīdī'],['N/A'],"['Chapter 79', 'Episode 35']",['World Government Orphanage'],['Housefather'],['East Blue (Conomi Islands)'],,['Alive'],,,,,,,,,,,['Cocoyasi Village'],,,,,,,,,,,,,,,,,
Monkey_D._Garp,['モンキー・D・ガープ'],['Monkī Dī Gāpu'],['Monkey D. Garp'],"['Chapter 92 (cover)', 'Episode 68']",['Marines (semi-retired)'],"['Vice Admiral', 'Instructor']",['East Blue (Goa Kingdom)'],"['""Garp the Fist""', 'Hero of the Marines', '""Demon/Devil""']",['Unknown'],"['76 (debut)', '78 (after timeskip)']",['May 2nd'],"['287 cm (9\'5"")']",['F'],"['', '(3000000000)']",['Hiroshi Naka'],,,['Brian Mathis'],['Vincent Regan'],['Foosha Village (former)'],,,,,,,,,,,,,,,,,
Bogard,['ボガード'],['Bogādo'],['Bogard'],"['Chapter 92 (cover)', 'Episode 68']",,['Commissioned Marine Officer'],,,['Alive'],,,,,,"['Takaya Kuroda', 'Eiji Takemoto (Episode 314+)']",,,['Justin Cook'],['Armand Aucamp'],,,,,,,,,,,,,,,,,,
Sam,['サムさん'],['Samu-san'],['Sam'],"['Chapter 94', 'Episode 43']",['Easter Egg'],,['East Blue (Conomi Islands)'],,['Alive'],,['October 21st'],,,,,,,['Sean Hennigan'],,['Cocoyasi Village'],,,,,,,,,,,,,,,,,
Koze_and_Packy,['コゼ & パッキー'],['Koze to Pakkī'],"['Koze', 'Packy']","['Chapter 96', 'Episode 48']",['Yes Pirates'],['Pirates'],['East Blue'],,['Alive'],,"['May 27th (Koze)', 'December 9th (Packy)']",,,,,,,,,,,,,,,,,,,,,,,,,,
John_Giant,['ジョン・ジャイアント'],['Jon Jaianto'],['John Giant'],"['Chapter 96', 'Episode 45']",['Marines'],['Vice Admiral'],,,['Alive'],,['May 19th'],,,,"['Masaharu Satō', 'Eiji Takemoto (Episode 294)', 'Hisao Egawa (Episode 473+)']",,['Marc Thompson'],"['J. Paul Slavens', 'Tyson Rinehart (Episode 473+)']",,['Elbaf (former)'],,,,,,,,,,,,,,,,,
Stainless,['ステンレス'],['Sutenresu'],['Stainless'],"['Chapter 96', 'Episode 151']",['Marines'],['Vice Admiral'],,,['Unknown'],,,,,,"['Yuji Ueda (Episode 151)', 'Eiji Takemoto']",,,['Chuck Huber'],,,,,,,,,,,,,,,,,,,
Cancer,['キャンサー'],['Kyansā'],['Cancer'],"['Chapter 96', 'Episode 151']",['Marines'],['Vice Admiral'],,,['Alive'],,,,,,,,,['Ivan Jasso'],,,,,,,,,,,,,,,,,,,
Brannew,['ブランニュー'],"[""Buran'nyū""]","['Brandnew (FUNimation and Crunchyroll Simulcast', 'Formerly Viz)', 'Brannew (Current Viz Manga)']","['Chapter 96', 'Episode 45']",['Marines'],"['Commodore', 'Lieutenant Commander (former)']",['Grand Line'],,['Alive'],"['54 (debut)', '56 (after timeskip)']",['September 3rd'],"['190 cm (6\'3"")']",['X'],,['Shinichi Yamada'],,,['John Swasey'],,,,,,,,,,,,,,,,,,,
Tashigi,['たしぎ'],['Tashigi'],['Tashigi'],"['Chapter 96', 'Episode 48']","['Marines', 'G-5 Unit 01', 'Loguetown Marine Base (former)']","['Captain', 'Ensign (former)', 'Master Chief Petty Officer (former)']",['East Blue'],,['Alive'],"['21 (debut)', '23 (after timeskip)']",['October 6th'],"['170 cm (5\'7"")']",['S'],,['Junko Noda'],"['Chio Su-Ping (Episodes 48-53)', 'Emlyn Morinelli (Episodes 79+)']",['Priscilla Everett'],['Monica Rial'],,['Loguetown (former)'],,,,,,,,,,,,,,,,,
Smoker,['スモーカー'],['Sumōkā'],"['Smoker (VIZ, Funimation),', 'Chaser (4Kids)']","['Chapter 97', 'Episode 48']","['Marines', 'G-5', 'Loguetown Marine Base (former)']","['Vice Admiral', 'Commodore (former)', 'Captain (former)']",['Grand Line'],"['""Smoker the White Hunter""', '""White Chase Smoker""', '""Smoke Hunter""']",['Alive'],"['34 (debut)', '36 (after timeskip)']",['March 14th'],"['209 cm (6\'10"")']",['XF'],,"['Ginzō Matsuo (Episode 48-79)', 'Mahito Ohba (Episode 94+)']","['Joseph Murray (Episodes 48-77)', 'Paul Pistore (Episodes 78+)']",['Russell Velázquez'],['Greg Dulcie'],['Matthew Leck (young)'],['Loguetown (former)'],,,['Moku Moku no Mi'],"['Smoke-Smoke Fruit (4Kids)', 'Plume-Plume Fruit (VIZ, Funimation)', 'Steam-Steam Fruit (Grand Adventure)']",['Sound of billowing smoke'],['Logia'],,,,,,,,,,,
Hanger,['ハンガー'],['Hangā'],['Hanger'],"['Chapter 97', 'Episode 48']",['Robecca Hanberg'],['Salesperson'],['East Blue'],,['Alive'],,['September 23rd'],,,,,,,,,['Loguetown'],,,,,,,,,,,,,,,,,
Ipponmatsu,['いっぽんマツ'],['Ipponmatsu'],"['Matsu (Viz)', 'Ipponmatsu (WT100)']","['Chapter 97', 'Episode 49']",['Loguetown Arms Shop'],['Arms Shop Proprietor'],['East Blue (Loguetown)'],,['Alive'],"['38 (debut)', '40 (after timeskip)']",['January 31st'],"['157 cm (5\'2"")']",['X'],,['Masato Hirano'],,['Matthew Charles'],['Kenny Green'],,['Loguetown'],,,,,,,,,,,,,,,,,
Mashikaku_(Marine),['マシカク'],['Mashikaku'],['Mashikaku'],"['Chapter 98', 'Episode 48']",['Marines'],['Marine Chief Petty Officer'],['East Blue'],,['Alive'],,['December 26th'],,,,['Masaya Takatsuka'],,,['J. Michael Tatum'],,,,,,,,,,,,,,,,,,,
Sapi,['サピー'],['Sapī'],['Sapee'],"['Chapter 98', 'Episode 51']",,['Fishmonger'],['East Blue'],,['Alive'],,['March 22nd'],,,,['Mahito Ōba'],,['David Wills'],['Phil Parsons'],,['Loguetown'],,,,,,,,,,,,,,,,,
Yu,['ユウ'],['Yū'],['Yu'],"['Chapter 98', 'Episode 48']",,,['East Blue'],,['Alive'],,['July 19th'],,,,,,,,,['Loguetown'],,,,,,,,,,,,,,,,,
Monkey_D._Dragon,['モンキー・D・ドラゴン'],['Monkī Dī Doragon'],['Monkey D. Dragon'],"['Chapter 100', 'Episode 52']","['Revolutionary Army', 'Freedom Fighters (former)', 'Marines (defected)']","['Supreme Commander of the Revolutionary Army', 'Former Captain of the Freedom Fighters']",['East Blue (Goa Kingdom)'],"['""Rebellious Dragon""', '""World\'s Worst Criminal""']",['Alive'],"['53 (debut)', '55 (after timeskip)']",['October 5th'],"['256 cm (8\'5"")']",['F'],['Unknown'],['Hidekatsu Shibata'],['Brian Zimmerman'],['Dan Green'],['Bryan Massey'],,"['Baltigo (former)', 'Dawn Island (former)', 'Momoiro Island']",,,,,,,,,,,,,,,,,
