chapter,character,note
667,Tony_Tony_Chopper,
668,Brownbeard,
669,Brook,
671,Nami,cover
671,Nico_Robin,
673,Yarisugi,
674,Sanji,
674,Franky,
674,Tashigi,
675,Vergo,
675,Doran,
677,Roronoa_Zoro,
679,Tashigi,
679,Dragon_Number_Twenty-One,
685,Roronoa_Zoro,cover
685,Vergo,flashback
686,Uzu,
688,Uzu,flashback
689,Caribou,cover
691,Biyo,cover
691,Momonga,
691,Cancer,
693,Usopp,
693,Trafalgar_D._Water_Law,cover
693,Kin'emon,
694,Donquixote_Doflamingo,
695,Nami,
696,Caesar_Clown,K.O
698,Smoker,
699,Monkey_D._Luffy,
699,Baby_5,
700,Sanji,
701,Monkey_D._Luffy,
701,Usopp,
701,Sanji,
701,Caribou,cover
702,Gatz,unseen
704,Cavendish,"cover, image"
708,Hack,"cover, image"
710,Roronoa_Zoro,cover
710,Leo,unseen
711,Tony_Tony_Chopper,image
715,Boo,cover
715,Gatz,
717,Esta,
717,Sai,
720,Sanji,image
722,Tony_Tony_Chopper,
722,Viola,
722,Rebecca,
722,Suleiman,
724,Nami,
725,Viola,
725,Jeet,Fish-Man
726,Riku_Doldo_III,
728,Rampo,
732,Monkey_D._Luffy,cover
733,Nubon,
735,Machvise,
736,Rebecca,
740,Usopp,cover
740,Donquixote_Doflamingo,
742,Sugar,flashback
742,Bian,
743,Nico_Robin,
743,Dellinger,
744,Chinjao,
745,Brook,cover
745,Pica,
745,Issho,
746,Monkey_D._Luffy,image
749,Boo,
750,Cavendish,image
750,Abdullah,
752,Kyros,
752,Leo,
752,Inhel,K.O.
753,Kyros,
757,Sabo,
758,Monkey_D._Luffy,
764,Sanji,cover
764,Lao_G,
771,Roronoa_Zoro,cover
773,Diamante,K.O.
774,Pellini,
775,Chao,flashback
778,Kin'emon,
779,Viola,
780,Bellamy,
780,Kanjuro,
782,Monkey_D._Luffy,
783,Kin'emon,flashback
783,Rebecca,
785,Tegata_Ringana,
785,Ideo,
786,Monkey_D._Luffy,
786,Gatz,
789,Nico_Robin,
789,Trafalgar_D._Water_Law,
791,Franky,
796,Mansherry,
797,Franky,
797,Maynard,cover
797,Suleiman,cover
799,Roronoa_Zoro,
800,Suleiman,
801,Sanji,wanted poster
801,Cotton,statue
801,Monkey_D._Dragon,"image, silhouette"
801,Emporio_Ivankov,"image, silhouette"
803,Usopp,
803,Richie,
806,Makino's_Child,cover
806,Magra,cover
807,Penguin,flashback
810,Tony_Tony_Chopper,flashback
810,Inuarashi,flashback
810,Nekomamushi,flashback
811,Carrot,flashback
811,Blackback,flashback
814,Nami,flashback
815,Franky,
815,Carrot,cover
815,Karoo,cover
816,Brook,flashback
817,Yomo,cover
819,Kouzuki_Momonosuke,
821,Roronoa_Zoro,cover
821,Raizo,
824,Roronoa_Zoro,cover
824,Vito,flashback
825,Caesar_Clown,
827,Monkey_D._Luffy,
829,Franky,cover
829,Charlotte_Mont-d'Or,
829,Carina,cover
833,Monkey_D._Luffy,cover
833,Vinsmoke_Yonji,
834,Vinsmoke_Reiju,cover
836,Charlotte_Pudding,flashback
836,Pound,
838,Vinsmoke_Reiju,
839,Brook,cover
843,Franky,flashback
843,Charlotte_Galette,flashback
843,Prometheus,"flashback, silhouette"
846,Charlotte_Cabaletta,
847,Randolph,copy
847,Vinsmoke_Judge,
851,Roronoa_Zoro,cover
851,Zeus,
853,Bartolomeo,cover
854,Monkey_D._Luffy,cover
855,Jinbe,
855,Napoleon,incapacitated
857,Diesel,incapacitated
861,Vinsmoke_Ichiji,
862,Jinbe,cover
862,Stussy,
863,Morgans,photo
865,Cavendish,cover
865,Charlotte_Basskarte,
866,Dorry,flashback
866,Brogy,flashback
869,Tony_Tony_Chopper,
869,Vito,cover
870,Charlotte_Zuccotto,
870,Charlotte_Saint-Marc,
870,Charlotte_Basans,
870,Charlotte_Cornstarch,
871,Brook,
872,Nami,cover
872,Charlotte_Linlin,
872,Minister_of_the_Right,flashback
873,Charlotte_Compo,
874,Shanks,cover
875,Sanji,flashback
878,Brook,
879,Charlotte_Perospero,
882,Capone_Bege,cover
882,Pedro,flashback
885,Sanji,
888,Charlotte_Cinnamon,flashback
889,Carrot,cover
891,Monkey_D._Luffy,
891,Charlotte_Linlin,
892,Gotti,
892,Charlotte_Perospero,
893,Silvers_Rayleigh,flashback
894,Sanji,
898,Vinsmoke_Ichiji,
900,Tamago,cover
903,Sanji,
903,Riku_Doldo_III,
906,Wheel,
906,Bentham,flashback
908,Manboshi,
908,Moqueca,
909,Nekomamushi,flashback
909,Blackback,flashback
910,Kureha,image
912,Monkey_D._Luffy,cover
914,Kamijiro,silhouette
914,Tama,flashback
919,Nico_Robin,
919,Tama,
921,Shachi,
922,Kouzuki_Momonosuke,Wano
926,Kawamatsu,silhouette
927,Denjiro,Wano
928,Bingo,
930,Charlotte_Galette,
931,Sanji,cover
933,Shinobu,
933,Kazekage,
934,Shinobu,
936,Nico_Robin,image
939,Raizo,image
940,Roronoa_Zoro,"cover, figure"
940,Charlotte_Linlin,cover
942,Hoisassa,
943,Donquixote_Doflamingo,flashback
944,Nico_Robin,
945,Bepo,flashback
945,Smoker,cover
949,Daifugo,
951,Brook,flashback
951,Boa_Hancock,cover
952,Caribou,cover
952,Vito,cover
952,Kikunojo,
953,Roronoa_Zoro,cover
954,Kawamatsu,
955,Monkey_D._Luffy,
955,Sanji,
955,Kouzuki_Momonosuke,
956,Galdino,
958,Doringo,flashback
959,Sanji,flashback
959,Raizo,flashback
961,Hyougoro,
963,Whitey_Bay,cover
965,Kinga,
965,Kurozumi_Higurashi,flashback
967,Scopper_Gaban,
967,Petermoo,Roger Pirates
971,Banzaburo,Cont.
973,Silvers_Rayleigh,flashback
973,Shanks,flashback
975,Hyougoro,
976,Wicca,cover
977,Roronoa_Zoro,
977,Raizo,
977,Kawamatsu,
978,Page_One,
978,Scratchmen_Apoo,cover
979,Black_Maria,cover
979,Bian,cover
979,Denjiro,flashback
980,Heat,
982,Roronoa_Zoro,image
982,Prometheus,cover
984,Jack,
985,Hotei,
985,Raizo,
986,Kurozumi_Orochi,
987,Yatappe,
988,Raizo,
989,Sanji,
990,Denjiro,
990,Omasa,
991,Kaidou,
991,Scratchmen_Apoo,flashback
991,Ashura_Doji,
992,Napoleon,
993,Sanji,
997,Eustass_Kid,
999,Komachiyo,
1000,Eustass_Kid,
1001,Roronoa_Zoro,cover
1001,Killer,
1002,Zeus,cover
1002,Rob_Lucci,cover
1004,King,
1005,Nico_Robin,
1005,Charlotte_Katakuri,cover
1006,Daikoku,
1006,Kojuro,flashback
1007,Tony_Tony_Chopper,
1008,Napoleon,image
1008,Inuarashi,
1009,Kawamatsu,cover
1010,Zeus,cover
1013,Nami,cover
1015,Trafalgar_D._Water_Law,
1015,Eustass_Kid,
1015,Fukurokuju,
1019,Caucasusman,
1020,Kouzuki_Momonosuke,cover
1021,Monkey_D._Luffy,cover
1021,Hakugan,cover
1021,Black_Maria,
1021,Yamanba,
1021,Hack,flashback
1022,Nekomamushi,cover
1022,Bian,cover
1023,Tsunagoro,flashback
1025,King,
1028,Joseph,
1037,Vinsmoke_Reiju,cover
1038,Roronoa_Zoro,
1038,Tony_Tony_Chopper,
1038,Charlotte_Linlin,cover
1040,Charlotte_Linlin,cover; flashback
1040,Mosh,
1040,Donquixote_Rosinante,flashback
1040,Hyougoro,
1041,Uni,
1041,Kin'emon,
1044,Tama,flashback
1046,Sanji,
1046,Kikunojo,flashback
1048,Uzuki_Tempura,flashback
1049,Charlotte_Linlin,flashback
1050,Usopp,
1050,Kouzuki_Hiyori,
1050,Kawamatsu,
1051,Monkey_D._Luffy,
1052,UK,flashback
1052,Kikunojo,flashback
1053,Mosh,
1053,Kakunoshin,
1053,Sabo,image
1054,Lucky_Roux,
1054,Sabo,image; flashback
1055,Trafalgar_D._Water_Law,
1055,Aramaki,flashback
1059,Rindo,flashback
1061,Doll,
1062,Jinbe,flashback
1065,Caribou,cover
1065,Charlotte_Oven,cover
1070,Edison,
1070,Kaku,cover; flashback
1072,Nami,
1073,Nami,
1074,Monkey_D._Luffy,
1074,Kaku,flashback
1074,Pythagoras,
1076,Oimo,
1077,Rint,flashback
1078,Marcus_Mars,flashback
1078,Lilith,petrified
1079,Limejuice,
1085,Fukaboshi,
1085,Ham_Burger,flashback
1085,Sai,flashback
1086,Franky,cover
1086,Topman_Warcury,flashback
1089,Sanji,image
1090,Sanji,
1092,Iron_Giant,
1093,Sanji,
1093,Sentomaru,
1095,Monkey_D._Luffy,
1095,Doberman,
1095,Tosa,flashback
1095,Nika,silhouette
1096,Spencer,voice
1096,Prometheus,
1097,Monkey_D._Dragon,
1101,Vegapunk,cover
1101,Jewelry_Bonney,
1104,Atlas,
1108,Catarina_Devon,cover
1108,Pomsky,cover
1112,Lilith,broadcast
1113,Crocus,
1115,Franky,
1115,Jinbe,
1115,Porche,silhouette
1115,Dalton,
1115,Marianne,
1115,Carrot,
1116,Shirahoshi,
1116,Moda,
1117,Marcus_Mars,
1117,Kujaku,
1118,Iron_Giant,
1120,Jewelry_Bonney,
1120,Atlas,flashback
1121,Jinbe,
1121,Tilestone,
1124,Lilith,
1126,Jewelry_Bonney,
1126,Caribou,
1128,Nico_Robin,cover
1129,Hilmungardr,fantasy
1131,Roronoa_Zoro,
1131,Gerd,image
1132,Franky,
1132,Goldberg,flashback
1132,Yamato,cover
1133,Kamijiro,cover
1134,Roronoa_Zoro,
1134,Usopp,
1135,Ylva,
1139,Road,
1142,Tony_Tony_Chopper,
1142,Johanna,cover
1145,Rocks_D._Xebec,flashback
1147,Franky,
1149,Nami,cover
1150,Nico_Robin,
1150,Colon,cover
1150,Yamato,cover
1151,Nami,
1151,Sanji,
1151,Kashii,
1151,Mosa,via transponder snail
1151,Nerona_Imu,through Gunko
1152,Ripley,flashback
1152,Sukune,cover
1152,Ulti,cover
1154,Jarul,
1156,Ganzui,
1156,Rowing,Roger Pirates
1156,Ganryu,cover
1156,Brook,cover
1157,Charlotte_Katakuri,cover
1158,Buckingham_Stussy,
1158,Figarland_Garling,
1160,Edward_Newgate,
1160,John,
1161,Boa_Hancock,doll
1162,Shakuyaku,
1163,Mr._Momora,possessed
1164,Ganryu,cover
1167,Topman_Warcury,
1168,Scopper_Gaban,flashback
1169,Nerona_Imu,cover
1171,Shepherd_Ju_Peter,flashback
1173,Ripley,flashback
1173,Mag,through Gunko
1174,Ronja,through Gunko
1175,Ylva,
1177,Nico_Robin,cover
1177,Olav,through Gunko
1178,Brook,
1180,Brogy,
1181,Jinbe,
3,Monkey_D._Luffy,Marine Rank
6,Koby,
13,Roronoa_Zoro,cover
13,Hocker,flashback
15,Buggy,
19,Boodle,K.O
27,Tamanegi,
31,Monkey_D._Luffy,K.O
33,Kuro,
35,Piiman,
36,Cabaji,cover
39,Jango,
40,Usopp,
50,Zeff,mentioned only
70,Monkey_D._Luffy,cover
71,Usopp,cover
71,Chew,
72,Usopp,
72,Chew,"cover, shadowed"
72,Kuroobi,"cover, shadowed"
72,Cabaji,"cover, shadowed"
73,Monkey_D._Luffy,cover
73,Kuroobi,
74,Chew,
74,Johnny,
75,Chew,
77,Nami,flashback
77,Bell-mère,flashback
80,Hatchan,Marine Rank
80,Nami,Marine Rank
83,Kuroobi,K.O
89,Monkey_D._Luffy,
89,Arlong,cover
90,Monkey_D._Luffy,
96,John_Giant,
97,Ipponmatsu,
99,Bogard,cover
100,Kuina,flashback
111,Nefertari_Vivi,
112,Monkey_D._Luffy,cover
114,Nami,cover
115,Nefertari_Vivi,
123,Brogy,K.O.
124,Sanji,cover
128,Brogy,
129,Igaram,flashback
130,Monkey_D._Luffy,cover
130,Usopp,cover
136,Sanji,
138,Monkey_D._Luffy,cover
140,Sanji,
142,Thalassa_Lucas,"image, flashback"
144,Hiriluk,cover
146,Sanji,cover
153,Kureha,flashback
154,Tony_Tony_Chopper,cover
155,Nami,cover
156,Roronoa_Zoro,
156,Nami,face only
157,Yurikah,cover
159,Tashigi,
162,Matsuge,
163,Agotogi,flashback
164,Igaram,flashback
164,Marine_Headquarters_Court,cover
166,Daz_Bonez,
166,Banchi,flashback
168,Crocodile,photo; disguised
170,Monkey_D._Luffy,cover
170,Roronoa_Zoro,cover
172,Hina,cover
173,Toto,flashback
173,Nico_Robin,
175,Crocodile,
176,Galdino,
177,Hasami,
180,Nami,
180,Igaram,flashback
194,Sanji,cover
197,Macro,cover
198,Chaka,K.O
199,Nefertari_Cobra,
207,Pell,flashback
208,Sanji,cover
209,Macro,cover
209,Crocodile,flashback
210,Monkey_D._Luffy,
210,Roronoa_Zoro,
210,Koza,flashback
211,Kebi,K.O.
214,Chaka,
215,Fullbody,cover
215,Jango,cover
216,Toto,
223,Octopako,cover
223,Jesus_Burgess,
227,Nico_Robin,photo
229,Shoujou,
230,Nico_Robin,
233,Tony_Tony_Chopper,voice
233,Caesar_Clown,
234,Cancer,
236,Usopp,
237,Nami,
237,Gan_Fall,
239,Monkey_D._Luffy,
241,Sanji,
242,Monkey_D._Luffy,
247,Satori,
248,Wyper,silhouette
249,Tony_Tony_Chopper,
249,Hakowan,cover
257,Usopp,K.O.
261,Nico_Robin,
261,Genbo,cover
263,Nico_Robin,
272,Conis,
275,Braham,K.O.
275,Genbo,K.O.
277,Kurotsuru,cover
280,Enel,cover
282,Nami,K.O.
284,Sanji,cover
286,Shandia_Chief,flashback
287,Monkey_D._Luffy,cover
293,Sanji,K.O.
293,Pagaya,flashback
293,Su,K.O.
299,Mont_Blanc_Noland,flashback
300,Braham,
300,Amazon,
301,Nami,
302,Kamakiri,
303,Muret,shadowed
318,Tonjit,cover
322,Roronoa_Zoro,
322,Sanji,
322,Chimney,cover
323,Iceburg,
326,Monkey_D._Luffy,
326,Blueno,
328,Usopp,
328,Kaku,
332,Goro,cover
334,Peepley_Lulu,
335,Iceburg,
336,Peepley_Lulu,cover
338,Peepley_Lulu,
339,Koza,cover
341,Usopp,shadowed
342,Tamagon,
343,Nico_Robin,
346,Kalifa,image
348,Goro,cover
350,Kaku,
352,Tony_Tony_Chopper,cover
358,Tony_Tony_Chopper,
359,Iceburg,
360,Sanji,
360,Kaku,
366,Gomorrah,
375,Mr._13,cover; flashback
375,Paulie,flashback
375,Tom,flashback
377,Spandam,cover
377,Franky_Family,cover
378,Franky_Family,
384,Blueno,
384,Kiev,flashback
386,Blueno,
388,Schollzo,
390,Hattori,
394,Busshiri,
398,Nami,
398,Chesskippa,flashback
399,Oimo,K.O.
399,Kiev,cover
400,Nico_Robin,
402,Franky_Family,
409,John_Giant,
411,Mikita,cover
415,Jabra,
416,Hattori,K.O.
418,Tony_Tony_Chopper,cover
420,Doberman,
421,Monkey_D._Luffy,K.O.
421,Franky_Family,K.O.
424,Kokoro,cover
426,Sanji,Marine Rank
426,Tony_Tony_Chopper,Marine Rank
426,Shu,
429,Yokozuna,cover
429,Enel,cover
432,Jango,cover
432,Franky_Family,image
433,Dago,
433,Gomorrah,
433,Kokoro,cover
435,Zambai,
435,Ottoland,
435,Enel,cover
437,Ottoland,flashback
437,Chimney,
438,Kuzan,
438,Koby,
440,Enel,cover
442,Enel,cover
443,Seamars,"cover, K.O."
447,Monkey_D._Luffy,
447,Usopp,
449,Absalom,Zombie
450,John,"cover, flashback"
452,Spacey,"cover, flashback"
453,Absalom,Zombie
453,Spacey,"cover, flashback"
455,Usopp,
455,Kumashi,"cover, flashback"
458,Nico_Robin,
459,Nico_Robin,Zombie
459,Franky,Zombie
463,Oars,image
466,Roronoa_Zoro,
470,Sanji,
474,"Gyoro,_Nin,_and_Bao",cover
477,Gecko_Moria,
481,Victoria_Cindry,Zombie
483,Bartholomew_Kuma,Zombie
488,Monkey_D._Luffy,
490,Risky_Brothers,
490,Spoil,
491,Usopp,
493,Blueno,cover
495,Tony_Tony_Chopper,"cover, K.O."
495,Hatchan,
496,Pappag,
498,Camie,
508,Fukurou,cover
512,Kaku,cover
512,Hattori,cover
516,Marguerite,flashback
519,Kaku,"cover, silhouette"
520,Nami,
520,Marguerite,petrified
522,Nerine,"cover, silhouette"
523,Boa_Sandersonia,
523,Poppy,
523,Haredas,
524,Tsuru,
525,Mohji,flashback
525,Pankuta_Dakeyan,Marine Rank
529,Marianne,"mentioned, image"
532,Portgas_D._Ace,
532,Buggy,cover
532,Minokoala,shadowed
533,Sanji,Cover Page
537,Franky,
539,Usakkov,
544,Van_Augur,flashback
544,Portgas_D._Ace,flashback
544,Magellan,K.O.
545,Nico_Robin,Cover Story
548,Monkey_D._Luffy,Cover Page
551,Jinbe,cover
552,Ossamondo,flashback
553,Edward_Newgate,
555,Edward_Newgate,
558,Brook,cover
558,Koby,
559,Tashigi,
561,Sakazuki,
562,Squard,
562,Sengoku,
563,Rush,
563,Jinbe,disbanded
565,Jozu,
566,Blamenco,
566,Namur,
566,Curiel,
567,Sanji,cover
567,Atmos,
567,Sengoku,
569,Emporio_Ivankov,disbanded
571,Kingdew,
572,Zodia,
572,Sakazuki,
576,Jesus_Burgess,
577,Laffitte,
577,Avalo_Pizarro,
577,Sengoku,
578,Agsilly,
578,Andre,
578,Bepo,
581,Shiryu,flashback
581,Donquixote_Doflamingo,
590,Monkey_D._Garp,cover
591,Jean_Bart,
592,Monkey_D._Luffy,flashback
594,Ran,
597,Smoker,flashback
599,Drip,flashback
600,Nami,
600,Franky,
600,Caribou,
611,Karoo,cover
612,Sanji,cover
614,Minister_of_the_Right,
614,Hiramera,cover
615,Brook,flashback
615,Daruma,flashback
619,Monkey_D._Luffy,
620,Aladine,flashback
622,Brook,cover
622,Zeo,
622,Daruma,
624,Pisaro,cover
626,Pappag,cover
628,Franky,
628,Ryuboshi,
628,Manboshi,
628,Shirahoshi,
629,Nako,cover
633,Dosun,
635,Zeo,
636,Dalton,cover
640,Vander_Decken_IX,
643,Mont_Blanc_Cricket,cover
644,Shyarly,flashback
646,Aisa,cover
647,Tony_Tony_Chopper,
650,Neptune,
650,Shirahoshi,
651,Sanji,
651,Minister_of_the_Left,
653,Kairen,
653,Pappag,flashback
653,Silvers_Rayleigh,flashback
654,Lola,cover
655,Nico_Robin,cover
659,Tashigi,shadowed
660,Monkey_D._Luffy,cover
660,Usopp,cover
662,Minozebra,cover
662,Kin'emon,
663,Sind,
663,Ally,
664,Marshall_D._Teach,image
664,Sind,
665,Magellan,cover
666,Sanji,
666,Brook,
666,Bentham,cover
667,Emporio_Ivankov,cover
668,Nico_Robin,
669,Roronoa_Zoro,
670,Smoker,
670,Kin'emon,
673,Nami,
673,Smoker,
674,Roronoa_Zoro,
674,Caribou,"''cover, silhouette"
674,Scotch,flashback
677,Tamago,cover
681,Trafalgar_D._Water_Law,image
682,Nami,
683,Monkey_D._Luffy,
688,Tashigi,flashback
691,Asahija,
693,Monet,cover
693,Baby_5,cover
693,Caesar_Clown,
694,Sugar,cover
694,Smoker,
695,Baby_5,silhouette
700,Trafalgar_D._Water_Law,image
700,Sakazuki,
703,Roronoa_Zoro,cover
704,Dagama,
705,Monkey_D._Luffy,mentioned
705,Nami,
706,Chinjao,
707,Brook,cover
707,Hack,
709,Franky,
709,Gatz,cover
709,Gaburu,"mentioned, cover"
711,Usopp,flashback
713,Tarara,
714,Kelly_Funk,
717,Franky,cover
717,Issho,
717,Bian,image
718,Monkey_D._Luffy,
718,Donquixote_Doflamingo,
720,Chinjao,cover
722,Bobomba,
723,Roronoa_Zoro,
723,Bartolomeo,cover
725,Dagama,
725,Hack,
730,Brook,K.O.
731,Monkey_D._Luffy,
731,Kabu,cover
731,Cotton,cover
732,Machvise,image
732,Leo,
734,Kin'emon,
734,Viola,
736,Bartolomeo,
736,Gatz,
738,Leo,
741,Nico_Robin,cover
742,Nico_Robin,cover
742,Hajrudin,
742,Bomba,
743,Monkey_D._Luffy,
743,Trebol,K.O.
744,Gladius,cover
745,Trebol,
746,Hajrudin,Fish-Man
748,Chinjao,
748,Sai,
750,Blue_Gilly,
752,Donquixote_Doflamingo,
752,Ucy,
754,Farul,
755,Flapper,
758,Bellamy,K.O.
758,Kin'emon,Fish-Man
763,Giolla,
764,Trafalgar_D._Water_Law,flashback
767,Donquixote_Doflamingo,flashback
768,Trafalgar_D._Water_Law,
775,Trebol,flashback
778,Viola,
778,Tank_Lepanto,
781,Rebecca,
781,Hack,
782,Flapper,
783,Monkey_D._Luffy,
785,Kin'emon,
787,Flapper,
788,Donquixote_Doflamingo,
788,Tegata_Ringana,
789,Shanks,cover
790,Franky,cover
791,Kin'emon,
791,Baxcon,
792,Donquixote_Doflamingo,K.O.
793,Urouge,
793,Inhel,
795,Faust,flashback
796,Sanji,cover
796,Cavendish,
798,Chinjao,cover
799,Leo,
802,Kin'emon,
803,Laffitte,
806,Trafalgar_D._Water_Law,flashback
808,Inuarashi,flashback
809,Nami,
810,Shishilian,flashback
812,Monkey_D._Luffy,flashback
816,Kouzuki_Momonosuke,
816,Shishilian,
816,Concelot,
817,Wanda,cover
821,Brook,
821,Kaidou,voice
822,Raizo,voice
823,Manboshi,
824,Jesus_Burgess,flashback
825,Pekoms,
827,Napoleon,
829,Brook,
829,Prometheus,
829,Tanaka,cover
837,Randolph,flashback
837,Urouge,flashback
838,Sanji,
838,Tony_Tony_Chopper,
842,Vinsmoke_Judge,
844,Nyasha,
845,Charlotte_Opera,
845,Prometheus,
848,Charlotte_Myukuru,
849,Brook,
849,Diesel,
849,Eggplant_Soldier,
850,Tony_Tony_Chopper,flashback
850,Tamago,flashback
851,Monkey_D._Luffy,cover
852,Charlotte_Smoothie,flashback
854,Charlotte_Nusstorte,
854,Charlotte_Pudding,
854,Carrot,
856,Charlotte_Mont-d'Or,flashback
860,Aladine,flashback
860,Charlotte_Perospero,
861,Charlotte_Mondée,
861,Charlotte_Angel,
861,Carrot,
863,Capone_Bege,
863,Charlotte_Mont-d'Or,
864,Monkey_D._Luffy,
864,Charlotte_Daifuku,
864,Charlotte_Dosmarche,
864,Charlotte_Brûlée,
864,Vinsmoke_Reiju,
864,Lu_Feld,photo
869,Vinsmoke_Reiju,
869,Vinsmoke_Ichiji,
871,Charlotte_Dacquoise,
871,Charlotte_Kato,
872,Roronoa_Zoro,cover
872,Usopp,cover
872,Sanji,flashback
872,Charlotte_Amande,
874,Charlotte_Broyé,
875,Capone_Bege,flashback
876,Charlotte_Linlin,K.O.
877,Pedro,
879,Charlotte_Katakuri,
883,Jeet,cover
884,Sanji,
884,Charlotte_Chiffon,cover
884,Lola,flashback
888,Monkey_D._Luffy,cover
888,Blue_Gilly,cover
888,Jeet,cover
888,Charlotte_Daifuku,
890,Brook,cover
891,Brook,
891,Bomba,cover
892,Charlotte_Katakuri,
892,Bomba,cover
896,Brook,
896,Charlotte_Chiboust,
896,Nitro,
899,Wadatsumi,
899,Charlotte_Perospero,
900,Usopp,cover
900,Bepo,cover
900,Charlotte_Daifuku,
901,Sanji,
902,Nami,cover
903,Kaidou,silhouette
903,Capone_Bege,
905,Sakazuki,
906,Monkey_D._Luffy,flashback
906,Roronoa_Zoro,flashback
906,Usopp,flashback
906,Bian,
906,Neptune,
906,Nashi,
907,Otohime,flashback
907,Topman_Warcury,
908,Nefertari_Vivi,
908,Pell,
909,Raizo,flashback
910,Orlumbus,cover
911,Brook,cover
912,Usopp,cover
912,Nico_Robin,cover
914,Monkey_D._Luffy,silhouette
915,Gazelleman,
915,Saikoro,Wano
916,Holed'em,Gifter
917,Speed,
918,Snakeman,
920,Shachi,flashback
921,Franky,flashback
925,Inuarashi,
925,Tristan,
928,Gama_Pyonnosuke,
929,Franky,cover
930,King,cover
931,Tama,
932,Caesar_Clown,cover
934,Komachiyo,
935,Hyougoro,image
936,Nami,image
936,Sanji,image
938,Trafalgar_D._Water_Law,
939,Kouzuki_Momonosuke,image
939,Ashura_Doji,"image, shadowed"
941,Kouzuki_Momonosuke,image
943,Queen,image
945,Sabo,cover
946,Eustass_Kid,flashback
946,Hyougoro,cover
947,Charlotte_Daifuku,flashback
947,Charlotte_Flampe,flashback
947,Tsunagoro,silhouette
949,Kikunojo,Prisoner
950,Capone_Pez,cover
950,Inuarashi,
951,Napoleon,flashback
954,Gattenshochinosukeo,
955,Capone_Bege,cover
955,Hyougoro,cont.
956,Capone_Bege,cover
962,Tenguyama_Hitetsu,
962,Kawamatsu,cont.
962,Nekomamushi,cover
963,Ashura_Doji,
963,Shimotsuki_Yasuie,cont.
963,Jigokukamabuta_Megatenpanchiro,cont.
963,Renona_Topakka,flashback
963,Fossa,cover
963,Mezasuzowan_Pisuo,cover
964,Andre,
964,Kouzuki_Toki,
966,Islewan,
966,Buggy,
966,Rangram,
967,Sanji,cover
968,Scopper_Gaban,
969,Denjiro,Cont.
969,Anba,disguise
976,Rampo,cover
977,Heat,
977,Black_Maria,silhouette
978,Monkey_D._Luffy,
978,Queen,
978,Black_Maria,
978,Kawamatsu,
979,Shinobu,flashback
980,Roronoa_Zoro,
981,Charlotte_Daifuku,
982,Capone_Bege,cover
982,Capone_Pez,cover
984,Shachi,
984,Kawamatsu,
984,Inuarashi,cover
986,Hotei,
986,Hyougoro,
988,Sanji,
989,Juki,
990,Basil_Hawkins,cover
990,Giovanni,
991,Goki,silhouette
991,Shishilian,cover
993,Jinbe,cover
993,Bao_Huang,
993,Tokijiro,cover
995,Tony_Tony_Chopper,
996,Zeus,
996,Hihimaru,
997,Yamato,
998,Page_One,
1000,Shinobu,flashback
1000,Nekomamushi,
1001,Jinbe,cover
1001,Kouzuki_Oden,fantasy
1003,Charlotte_Linlin,
1004,Kin'emon,
1004,Tama,
1004,Inuarashi,
1005,Heat,
1005,Raizo,fantasy
1007,Kawamatsu,
1008,Charlotte_Linlin,
1013,Eustass_Kid,
1014,Jinbe,
1015,Charlotte_Linlin,
1016,Yamato,
1017,Franky,
1017,Bao_Huang,
1020,Monkey_D._Luffy,flashback
1020,Shinobu,illusion
1021,Kunyun,
1022,Maujii,cover
1023,Caribou,flashback
1023,Nefertari_Vivi,cover
1023,Pedro,flashback
1024,Bepo,
1025,Ikkaku,
1026,Charlotte_Perospero,cover
1027,Franky,cover
1027,Gol_D._Roger,cover
1028,Monkey_D._Luffy,cover
1028,Rob_Lucci,
1028,Stussy,
1029,Pomp,
1030,Brook,
1030,Prometheus,
1030,Kazenbo,
1031,X_Drake,
1033,Monkey_D._Luffy,flashback
1034,Kouzuki_Momonosuke,flashback
1034,Chuji,flashback
1035,Some,
1036,Brook,cover
1036,X_Drake,
1037,Ethanbaron_V._Nusjuro,
1038,Hip,
1039,Mosh,
1040,Brook,cover; flashback
1041,Izou,
1041,Tama,
1041,Zunesha,
1044,Eustass_Kid,cover
1046,Zeus,
1046,UK,
1046,Pomp,
1046,Kawamatsu,flashback
1046,Blackback,cover
1047,Roronoa_Zoro,cover
1048,Charlotte_Brûlée,cover
1049,Kawamatsu,
1051,Tony_Tony_Chopper,
1051,Speed,flashback
1052,Vinsmoke_Reiju,cover
1052,Vinsmoke_Ichiji,cover
1053,Usopp,
1054,Donquixote_Mjosgard,flashback
1056,Monkey_D._Luffy,
1057,Roronoa_Zoro,
1057,Kawamatsu,image
1059,Gloriosa,
1060,Usopp,
1061,Monkey_D._Luffy,
1061,Usopp,
1061,Jewelry_Bonney,cover
1062,Atlas,
1065,Building_Snake,cover
1066,Emporio_Ivankov,flashback
1066,Caesar_Clown,cover
1067,Stussy,
1068,Nico_Robin,image
1068,Jewelry_Bonney,image
1072,Kaku,cover
1073,Queen,cover
1074,Edison,
1075,Stussy,
1076,Brook,cover
1079,Killer,
1079,Emma,
1079,Gig,
1079,Fugar,
1080,Kuzan,flashback
1080,X_Drake,silhouette; flashback
1082,Belo_Betty,
1082,Gambo,
1083,Morley,
1085,Sabo,
1087,Fullbody,
1087,Bogard,
1089,Makino's_Child,
1089,Iceburg,
1090,Wapol,
