name,bio
Charlotte Decuplets,"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates. They are the largest group of Big Mom's children born in a single birth."
Charlotte Dosmarche,"Charlotte Dosmarche is the 14th son and 23rd child of the Charlotte Family and the younger triplet brother of Nusstorte and Basskarte. He also is an officer of the Big Mom Pirates and serves as Totto Land's Minister of Tea, governing over Black Island."
Charlotte Dragée,"Charlotte Dolce and Charlotte Dragée are the 45th and 46th sons and the 83rd and 84th children of the Charlotte Family, being the two youngest sons of Charlotte Linlin, and are members of the Big Mom Pirates."
Charlotte Effilée,"Charlotte Effilée is the fifth daughter and ninth child of the Charlotte Family, the youngest quadruplet sister of Mondée, Amande, and Hachée, and a snakeneck - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Flampe,"Charlotte Flampe is the 36th daughter and 77th child of the Charlotte Family and an officer of the Big Mom Pirates, serving as the Captain of the Special Attack Unit. She is also Totto Land's Minister of Honey, governing over Rokumitsu Island, and the President of the Katakuri Fan Club."
Charlotte Galette,"Charlotte Galette is the 18th daughter and the 42nd child of the Charlotte Family and the older twin sister of Poire. She is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Butter, governing over Margarine Island."
Charlotte Hachée,"Charlotte Hachée is the fourth daughter and eighth child of the Charlotte Family, the third quadruplet sister to Mondée, Amande, and Effilée, and a snakeneck - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte High-Fat,Charlotte High-Fat is the 20th son and 33rd child of the Charlotte Family and the older twin brother of Tablet. He is also an officer of the Big Mom Pirates.
Charlotte Joconde,Charlotte Joconde is the 27th daughter and 59th child of the Charlotte Family and an officer of the Big Mom Pirates. She was also a member of Charlotte Oven's army to intercept the Straw Hat Pirates on Cacao Island.
Charlotte Joscarpone,"Charlotte Joscarpone is the 29th daughter and 63rd child of the Charlotte Family, the younger twin sister of Charlotte Mascarpone, and a Snakeneck - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Kanten,"Charlotte Kanten is the 27th son and 48th child of the Charlotte Family and the eldest triplet brother of Kato and Montb. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Agar, governing over Jelly Island."
Charlotte Katakuri,"Charlotte Katakuri is the second son and third child of the Charlotte Family and the elder triplet brother of Daifuku and Oven. He is also one of the Three Sweet Commanders of the Big Mom Pirates and serves as Totto Land's Minister of Flour, governing over Komugi Island."
Charlotte Kato,"Charlotte Kato is the 28th son and 49th child of the Charlotte Family and the middle triplet brother of Kanten and Montb. He also is an officer of the Big Mom Pirates and serves as Totto Land's Minister of Seeds, governing over Tanega Island."
Charlotte Laurin,Charlotte Laurin is the 18th son and 29th child of the Charlotte Family and the younger twin brother of Compo. He is also an officer of the Big Mom Pirates.
Charlotte Linlin,"Charlotte Linlin, better known as ""Big Mom"", is the captain of the Big Mom Pirates and was formerly one of the Four Emperors ruling over the New World, as the only female member of the group. She is the queen of the archipelago nation Totto Land, a place she seeks to form into a utopia where all the world's races can live together in peace without discrimination or segregation."
Charlotte Maple,"Charlotte Maple is the 26th daughter and 57th child of the Charlotte Family, the youngest quadruplet sister of Mobile, Marble, and Myukuru, and a Longarm - human hybrid. She also is an officer of the Big Mom Pirates."
Charlotte Marble,"Charlotte Marble is the 24th daughter and 55th child of the Charlotte Family, the second quadruplet sister of Mobile, Myukuru, and Maple, and a Longarm - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Marnier,"Charlotte Marnier is the 13th daughter and 32nd child of the Charlotte Family and the younger twin sister of Mozart. She also is an officer of the Big Mom Pirates and serves as Totto Land's Minister of Yeast, governing over Kibo Island."
Charlotte Mascarpone,"Charlotte Mascarpone is the 34th son and 62nd child of the Charlotte Family, the older twin brother of Joscarpone, and a Snakeneck - human hybrid. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Tableware, governing over Cutlery Island."
Charlotte Mash,Charlotte Mash is the tenth daughter and 26th child of the Charlotte Family and the middle triplet sister of Moscato and Cornstarch. She is also an officer of the Big Mom Pirates.
Charlotte Melise,Charlotte Melise is the 17th daughter and 40th child of the Charlotte Family and an officer of the Big Mom Pirates.
Charlotte Mobile,"Charlotte Mobile is the 31st son and 54th child of the Charlotte Family, the elder quadruplet brother of Marble, Myukuru, and Maple, and a Longarm - human hybrid. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Tasting, governing over Futoru Island."
Charlotte Mondée,"Charlotte Mondée is the second daughter and sixth child of the Charlotte Family, the eldest quadruplet sister of Amande, Hachée, and Effilée, and a snakeneck - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Mont-d'Or,"""Scribe"" Charlotte Mont-d'Or is the 19th son and 30th child of the Charlotte Family and an officer of the Big Mom Pirates. He also serves as Totto Land's Minister of Cheese, governing over Cheese Island."
Charlotte Montb,Charlotte Montb is the 29th son and 50th child of the Charlotte Family and the youngest triplet brother of Kanten and Kato. He is also an officer of the Big Mom Pirates.
Charlotte Moscato,"Charlotte Moscato is the 16th son and 25th child of the Charlotte Family and the eldest triplet brother of Mash and Cornstarch. He also is an officer of the Big Mom Pirates and serves as Totto Land's Minister of Gelato, governing over Ice Island."
Charlotte Mozart,Charlotte Mozart is the 12th daughter and 31st child of the Charlotte Family and the elder twin sister of Marnier. She is also an officer of the Big Mom Pirates.
Charlotte Myukuru,"Charlotte Myukuru is the 25th daughter and 56th child of the Charlotte Family, the third quadruplet sister of Mobile, Marble, and Maple, and a longarm - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Noisette,"Charlotte Noisette is the 15th son and 24th child of the Charlotte Family and an officer of the Big Mom Pirates. He also serves as Totto Land's Minister of Finance, governing over Kinko Island."
Charlotte Normande,"Charlotte Normande is the 38th daughter and the 82nd child of the Charlotte Family. She is a dosundada, a hybrid between a human and a dwarf."
Charlotte Nougat,Charlotte Nougat is the 41st son and 75th child of the Charlotte Family and an officer of the Big Mom Pirates. He was a member of Charlotte Oven's army to ambush Monkey D. Luffy on Cacao Island.
Charlotte Nusstorte,"Charlotte Nusstorte is the 12th son and 21st child of the Charlotte Family and the eldest triplet brother of Basskarte and Dosmarche. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Transport, governing over Package Island."
Charlotte Opera,"Charlotte Opera is the fifth son and the tenth child of the Charlotte Family and is the eldest quintuplet brother of Counter, Cadenza, Cabaletta, and Gala. He also is an officer of the Big Mom Pirates and served as Totto Land's Minister of Whipped Cream, governing over Noko Island."
Charlotte Oven,"Charlotte Oven is the fourth son and fifth child of the Charlotte Family and the younger triplet brother of Katakuri and Daifuku. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Browned Food, governing over Yakigashi Island."
Charlotte Panna,Charlotte Panna is the 28th daughter and 61st child of the Charlotte Family and an officer of the Big Mom Pirates. She was a member of Charlotte Oven's army to ambush Monkey D. Luffy on Cacao Island.
Charlotte Perospero,"Charlotte Perospero is the eldest child of the Charlotte Family and an officer of the Big Mom Pirates. He also serves as Totto Land's Minister of Candy, governing over Candy Island."
Charlotte Poire,"Charlotte Poire is the 19th daughter and the 43rd child of the Charlotte Family, the younger twin sister of Galette, and an officer of the Big Mom Pirates."
Charlotte Praline,"Charlotte Praline is a half - human and half- hammerhead shark mermaid, the 21st daughter and 47th child of the Charlotte Family, and the younger twin sister of Prim. She was also Totto Land's former Minister of Design, having governed over Unique Island until her defection."
Charlotte Prim,"Charlotte Prim is the 20th daughter and 46th child of the Charlotte Family, the older twin sister of Praline, and an octopus mermaid - human hybrid. She is also an officer of the Big Mom Pirates."
Charlotte Pudding,"Charlotte Pudding is the 35th daughter and the 76th child of the Charlotte Family, an officer of the Big Mom Pirates, and a hybrid between a human and a member of the Three-Eye Tribe. She also works as a chocolatier and the owner of cafe ""Caramel"" on Cacao Island, as the candidate for the vacant position of Minister of Chocolate."
Charlotte Raisin,"Charlotte Raisin is the 33rd son and 60th child of the Charlotte Family and an officer of the Big Mom Pirates. He was a member of Big Mom's enraged army sent to fight Monkey D. Luffy, and later joined Charlotte Oven's army to ambush Luffy on Cacao Island."
Charlotte Saint-Marc,"Charlotte Saint-Marc is the 22nd son and the 38th child of the Charlotte Family and an officer of the Big Mom Pirates. He also serves as Totto Land's Minister of Essence, governing over Flavor Island."
Charlotte Smoothie,"Charlotte Smoothie is the 14th daughter and 35th child of the Charlotte Family, the older triplet sister of Citron and Cinnamon, and a longleg - human hybrid. She serves as one of the Three Sweet Commanders of the Big Mom Pirates and as Totto Land's Minister of Juice, governing over 100% Island."
Charlotte Snack,"Charlotte Snack is the 25th son and 44th child of the Charlotte Family and the older twin brother of Bavarois. He is also an officer of the Big Mom Pirates and serves as Totto Land's Minister of Fries, governing over Potato Island."
Charlotte Tablet,"Charlotte Tablet is the 21st son and 34th child of the Charlotte Family and the younger twin brother of High-Fat. He also is an officer of the Big Mom Pirates and serves as Totto Land's Minister of Toppings, governing over Topping Island."
